timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715123573402,2356,SignIn,200,OK,Education 1-8,text,true,,492,353,32,231,http://localhost:60968/authentication/authentication/signin,2356,0,1
1715123573143,3118,SignIn,200,OK,ShareSkill 5-3,text,true,,492,353,35,272,http://localhost:60968/authentication/authentication/signin,3118,0,2
1715123573084,3180,SignIn,200,OK,SearchSkills 4-1,text,true,,492,352,34,272,http://localhost:60968/authentication/authentication/signin,3179,0,47
1715123575766,869,AddEducation,200,OK,Education 1-8,text,true,,207,696,40,304,http://localhost:60190/profile/profile/addEducation,869,0,1
1715123576262,589,AddShareSkill,200,OK,ShareSkill 5-3,text,true,,224,1682,41,322,http://localhost:51689/listing/listing/addListing,589,0,1
1715123576854,6,SignOut,200,OK,ShareSkill 5-3,text,true,,2021,120,41,322,http://localhost:5000/Home,6,0,1
1715123576636,1668,UpdateEducation,200,OK,Education 1-8,text,true,,218,734,57,436,http://localhost:60190/profile/profile/updateEducation,1668,0,0
1715123578305,271,DeleteEducation,200,OK,Education 1-8,text,true,,218,594,60,459,http://localhost:60190/profile/profile/deleteEducation,271,0,0
1715123578577,4,SignOut,200,OK,Education 1-8,text,true,,2021,120,60,460,http://localhost:5000/Home,4,0,1
1715123573086,5807,SignIn,200,OK,Description 3-2,text,true,,492,353,63,483,http://localhost:60968/authentication/authentication/signin,5806,0,44
1715123573088,5807,SignIn,200,OK,Education 1-2,text,true,,492,352,62,483,http://localhost:60968/authentication/authentication/signin,5807,0,42
1715123573087,5817,SignIn,200,OK,ManageListings 6-2,text,true,,492,353,60,484,http://localhost:60968/authentication/authentication/signin,5815,0,41
1715123573088,6069,SignIn,200,OK,ShareSkill 5-1,text,true,,492,352,63,505,http://localhost:60968/authentication/authentication/signin,6068,0,46
1715123573086,6073,SignIn,200,OK,Education 1-1,text,true,,492,352,65,505,http://localhost:60968/authentication/authentication/signin,6073,0,44
1715123573514,5646,SignIn,200,OK,Skills 8-4,text,true,,492,353,60,505,http://localhost:60968/authentication/authentication/signin,5646,0,1
1715123573166,6068,SignIn,200,OK,Description 3-4,text,true,,492,353,66,511,http://localhost:60968/authentication/authentication/signin,6068,0,1
1715123579161,285,AddSkill,200,OK,Skills 8-4,text,true,,207,624,63,527,http://localhost:60190/profile/profile/addSkill,284,0,1
1715123578905,546,AddShareSkill,200,OK,ManageListings 6-2,text,true,,224,1682,65,527,http://localhost:51689/listing/listing/addListing,546,0,1
1715123579452,9,ViewShareSkill,200,OK,ManageListings 6-2,text,true,,176,584,65,529,http://localhost:60190/profile/profile/getSellerDetails/,9,0,2
1715123578895,583,AddEducation,200,OK,Education 1-2,text,true,,207,696,68,531,http://localhost:60190/profile/profile/addEducation,583,0,1
1715123573085,6445,SignIn,200,OK,SearchSkills 4-2,text,true,,492,353,68,533,http://localhost:60968/authentication/authentication/signin,6445,0,45
1715123579157,563,AddShareSkill,200,OK,ShareSkill 5-1,text,true,,224,1682,68,550,http://localhost:51689/listing/listing/addListing,563,0,1
1715123578893,837,AddDescription,200,OK,Description 3-2,text,true,,220,663,71,551,http://localhost:60190/profile/profile/addInfo,837,0,1
1715123579721,10,SignOut,200,OK,ShareSkill 5-1,text,true,,2021,120,68,551,http://localhost:5000/Home,9,0,1
